Month,Geography,Measure type,Unit of Measure,Value
2009-10,K02000001,Price,Pence per litre,24.44
2009-10,K02000001,Volume,Million litres,1024
2009-10,K02000001,Butterfat,Percentage,4.04
2009-10,K02000001,Protein,Percentage,3.36
2009-11,K02000001,Price,Pence per litre,24.87
2009-11,K02000001,Volume,Million litres,985
2009-11,K02000001,Butterfat,Percentage,4.08
2009-11,K02000001,Protein,Percentage,3.34
2009-12,K02000001,Price,Pence per litre,24.7
2009-12,K02000001,Volume,Million litres,1047
2009-12,K02000001,Butterfat,Percentage,4.1
2009-12,K02000001,Protein,Percentage,3.32
2010-01,K02000001,Price,Pence per litre,24.67
2010-01,K02000001,Volume,Million litres,1051
2010-01,K02000001,Butterfat,Percentage,4.11
2010-01,K02000001,Protein,Percentage,3.3
2010-02,K02000001,Price,Pence per litre,24.19
2010-02,K02000001,Volume,Million litres,978
2010-02,K02000001,Butterfat,Percentage,4.07
2010-02,K02000001,Protein,Percentage,3.26
2010-03,K02000001,Price,Pence per litre,24.1
2010-03,K02000001,Volume,Million litres,1116
2010-03,K02000001,Butterfat,Percentage,4.04
2010-03,K02000001,Protein,Percentage,3.24
2010-04,K02000001,Price,Pence per litre,23.57
2010-04,K02000001,Volume,Million litres,1133
2010-04,K02000001,Butterfat,Percentage,3.94
2010-04,K02000001,Protein,Percentage,3.23
2010-05,K02000001,Price,Pence per litre,23.64
2010-05,K02000001,Volume,Million litres,1243
2010-05,K02000001,Butterfat,Percentage,3.8
2010-05,K02000001,Protein,Percentage,3.27
2010-06,K02000001,Price,Pence per litre,23.85
2010-06,K02000001,Volume,Million litres,1179
2010-06,K02000001,Butterfat,Percentage,3.76
2010-06,K02000001,Protein,Percentage,3.25
2010-07,K02000001,Price,Pence per litre,24.29
2010-07,K02000001,Volume,Million litres,1141
2010-07,K02000001,Butterfat,Percentage,3.82
2010-07,K02000001,Protein,Percentage,3.22
2010-08,K02000001,Price,Pence per litre,24.7
2010-08,K02000001,Volume,Million litres,1109
2010-08,K02000001,Butterfat,Percentage,3.85
2010-08,K02000001,Protein,Percentage,3.25
2010-09,K02000001,Price,Pence per litre,25.25
2010-09,K02000001,Volume,Million litres,1065
2010-09,K02000001,Butterfat,Percentage,3.92
2010-09,K02000001,Protein,Percentage,3.33
2010-10,K02000001,Price,Pence per litre,25.8
2010-10,K02000001,Volume,Million litres,1076
2010-10,K02000001,Butterfat,Percentage,4.03
2010-10,K02000001,Protein,Percentage,3.36
2010-11,K02000001,Price,Pence per litre,26.17
2010-11,K02000001,Volume,Million litres,1028
2010-11,K02000001,Butterfat,Percentage,4.11
2010-11,K02000001,Protein,Percentage,3.36
2010-12,K02000001,Price,Pence per litre,25.99
2010-12,K02000001,Volume,Million litres,1072
2010-12,K02000001,Butterfat,Percentage,4.15
2010-12,K02000001,Protein,Percentage,3.37
2011-01,K02000001,Price,Pence per litre,25.78
2011-01,K02000001,Volume,Million litres,1096
2011-01,K02000001,Butterfat,Percentage,4.03
2011-01,K02000001,Protein,Percentage,3.28
2011-02,K02000001,Price,Pence per litre,26.08
2011-02,K02000001,Volume,Million litres,1023
2011-02,K02000001,Butterfat,Percentage,3.99
2011-02,K02000001,Protein,Percentage,3.25
2011-03,K02000001,Price,Pence per litre,26.56
2011-03,K02000001,Volume,Million litres,1167
2011-03,K02000001,Butterfat,Percentage,4.08
2011-03,K02000001,Protein,Percentage,3.24
2011-04,K02000001,Price,Pence per litre,26.41
2011-04,K02000001,Volume,Million litres,1191
2011-04,K02000001,Butterfat,Percentage,4.02
2011-04,K02000001,Protein,Percentage,3.22
2011-05,K02000001,Price,Pence per litre,26.38
2011-05,K02000001,Volume,Million litres,1253
2011-05,K02000001,Butterfat,Percentage,3.9
2011-05,K02000001,Protein,Percentage,3.24
2011-06,K02000001,Price,Pence per litre,26.62
2011-06,K02000001,Volume,Million litres,1172
2011-06,K02000001,Butterfat,Percentage,3.94
2011-06,K02000001,Protein,Percentage,3.23
2011-07,K02000001,Price,Pence per litre,27.21
2011-07,K02000001,Volume,Million litres,1161
2011-07,K02000001,Butterfat,Percentage,3.92
2011-07,K02000001,Protein,Percentage,3.23
2011-08,K02000001,Price,Pence per litre,27.59
2011-08,K02000001,Volume,Million litres,1105
2011-08,K02000001,Butterfat,Percentage,4
2011-08,K02000001,Protein,Percentage,3.26
2011-09,K02000001,Price,Pence per litre,28.13
2011-09,K02000001,Volume,Million litres,1042
2011-09,K02000001,Butterfat,Percentage,4.1
2011-09,K02000001,Protein,Percentage,3.31
2011-10,K02000001,Price,Pence per litre,29.09
2011-10,K02000001,Volume,Million litres,1062
2011-10,K02000001,Butterfat,Percentage,4.13
2011-10,K02000001,Protein,Percentage,3.32
2011-11,K02000001,Price,Pence per litre,29.45
2011-11,K02000001,Volume,Million litres,1035
2011-11,K02000001,Butterfat,Percentage,4.18
2011-11,K02000001,Protein,Percentage,3.33
2011-12,K02000001,Price,Pence per litre,29.33
2011-12,K02000001,Volume,Million litres,1098
2011-12,K02000001,Butterfat,Percentage,4.2
2011-12,K02000001,Protein,Percentage,3.31
2012-01,K02000001,Price,Pence per litre,28.97
2012-01,K02000001,Volume,Million litres,1118
2012-01,K02000001,Butterfat,Percentage,4.14
2012-01,K02000001,Protein,Percentage,3.27
2012-02,K02000001,Price,Pence per litre,28.93
2012-02,K02000001,Volume,Million litres,1057
2012-02,K02000001,Butterfat,Percentage,4.13
2012-02,K02000001,Protein,Percentage,3.26
2012-03,K02000001,Price,Pence per litre,28.65
2012-03,K02000001,Volume,Million litres,1198
2012-03,K02000001,Butterfat,Percentage,4.1
2012-03,K02000001,Protein,Percentage,3.24
2012-04,K02000001,Price,Pence per litre,27.83
2012-04,K02000001,Volume,Million litres,1204
2012-04,K02000001,Butterfat,Percentage,4.06
2012-04,K02000001,Protein,Percentage,3.27
2012-05,K02000001,Price,Pence per litre,26.94
2012-05,K02000001,Volume,Million litres,1252
2012-05,K02000001,Butterfat,Percentage,3.97
2012-05,K02000001,Protein,Percentage,3.24
2012-06,K02000001,Price,Pence per litre,26.12
2012-06,K02000001,Volume,Million litres,1186
2012-06,K02000001,Butterfat,Percentage,3.93
2012-06,K02000001,Protein,Percentage,3.22
2012-07,K02000001,Price,Pence per litre,26.32
2012-07,K02000001,Volume,Million litres,1116
2012-07,K02000001,Butterfat,Percentage,3.94
2012-07,K02000001,Protein,Percentage,3.2
2012-08,K02000001,Price,Pence per litre,26.58
2012-08,K02000001,Volume,Million litres,1063
2012-08,K02000001,Butterfat,Percentage,4
2012-08,K02000001,Protein,Percentage,3.22
2012-09,K02000001,Price,Pence per litre,27.5
2012-09,K02000001,Volume,Million litres,997
2012-09,K02000001,Butterfat,Percentage,4.11
2012-09,K02000001,Protein,Percentage,3.29
2012-10,K02000001,Price,Pence per litre,29.1
2012-10,K02000001,Volume,Million litres,994
2012-10,K02000001,Butterfat,Percentage,4.19
2012-10,K02000001,Protein,Percentage,3.33
2012-11,K02000001,Price,Pence per litre,30.03
2012-11,K02000001,Volume,Million litres,974
2012-11,K02000001,Butterfat,Percentage,4.2
2012-11,K02000001,Protein,Percentage,3.34
2012-12,K02000001,Price,Pence per litre,30.12
2012-12,K02000001,Volume,Million litres,1039
2012-12,K02000001,Butterfat,Percentage,4.18
2012-12,K02000001,Protein,Percentage,3.3
2013-01,K02000001,Price,Pence per litre,30.03
2013-01,K02000001,Volume,Million litres,1059
2013-01,K02000001,Butterfat,Percentage,4.11
2013-01,K02000001,Protein,Percentage,3.23
2013-02,K02000001,Price,Pence per litre,30.07
2013-02,K02000001,Volume,Million litres,978
2013-02,K02000001,Butterfat,Percentage,4.13
2013-02,K02000001,Protein,Percentage,3.23
2013-03,K02000001,Price,Pence per litre,30.07
2013-03,K02000001,Volume,Million litres,1112
2013-03,K02000001,Butterfat,Percentage,4.13
2013-03,K02000001,Protein,Percentage,3.23
2013-04,K02000001,Price,Pence per litre,30.09
2013-04,K02000001,Volume,Million litres,1112
2013-04,K02000001,Butterfat,Percentage,4.1
2013-04,K02000001,Protein,Percentage,3.21
2013-05,K02000001,Price,Pence per litre,29.96
2013-05,K02000001,Volume,Million litres,1234
2013-05,K02000001,Butterfat,Percentage,3.91
2013-05,K02000001,Protein,Percentage,3.22
2013-06,K02000001,Price,Pence per litre,30.71
2013-06,K02000001,Volume,Million litres,1177
2013-06,K02000001,Butterfat,Percentage,3.84
2013-06,K02000001,Protein,Percentage,3.21
2013-07,K02000001,Price,Pence per litre,31.36
2013-07,K02000001,Volume,Million litres,1144
2013-07,K02000001,Butterfat,Percentage,3.82
2013-07,K02000001,Protein,Percentage,3.19
2013-08,K02000001,Price,Pence per litre,32.06
2013-08,K02000001,Volume,Million litres,1116
2013-08,K02000001,Butterfat,Percentage,3.92
2013-08,K02000001,Protein,Percentage,3.23
2013-09,K02000001,Price,Pence per litre,32.96
2013-09,K02000001,Volume,Million litres,1063
2013-09,K02000001,Butterfat,Percentage,4.06
2013-09,K02000001,Protein,Percentage,3.33
2013-10,K02000001,Price,Pence per litre,33.59
2013-10,K02000001,Volume,Million litres,1088
2013-10,K02000001,Butterfat,Percentage,4.08
2013-10,K02000001,Protein,Percentage,3.32
2013-11,K02000001,Price,Pence per litre,34.52
2013-11,K02000001,Volume,Million litres,1067
2013-11,K02000001,Butterfat,Percentage,4.18
2013-11,K02000001,Protein,Percentage,3.35
2013-12,K02000001,Price,Pence per litre,34.22
2013-12,K02000001,Volume,Million litres,1144
2013-12,K02000001,Butterfat,Percentage,4.12
2013-12,K02000001,Protein,Percentage,3.33
2014-01,K02000001,Price,Pence per litre,33.87
2014-01,K02000001,Volume,Million litres,1179
2014-01,K02000001,Butterfat,Percentage,4.07
2014-01,K02000001,Protein,Percentage,3.29
2014-02,K02000001,Price,Pence per litre,33.96
2014-02,K02000001,Volume,Million litres,1099
2014-02,K02000001,Butterfat,Percentage,4.07
2014-02,K02000001,Protein,Percentage,3.27
2014-03,K02000001,Price,Pence per litre,33.71
2014-03,K02000001,Volume,Million litres,1257
2014-03,K02000001,Butterfat,Percentage,4.06
2014-03,K02000001,Protein,Percentage,3.26
2014-04,K02000001,Price,Pence per litre,33.3
2014-04,K02000001,Volume,Million litres,1279
2014-04,K02000001,Butterfat,Percentage,4.01
2014-04,K02000001,Protein,Percentage,3.27
2014-05,K02000001,Price,Pence per litre,32.28
2014-05,K02000001,Volume,Million litres,1333
2014-05,K02000001,Butterfat,Percentage,3.9
2014-05,K02000001,Protein,Percentage,3.25
2014-06,K02000001,Price,Pence per litre,31.72
2014-06,K02000001,Volume,Million litres,1241
2014-06,K02000001,Butterfat,Percentage,3.84
2014-06,K02000001,Protein,Percentage,3.24
2014-07,K02000001,Price,Pence per litre,31.6
2014-07,K02000001,Volume,Million litres,1225
2014-07,K02000001,Butterfat,Percentage,3.84
2014-07,K02000001,Protein,Percentage,3.23
2014-08,K02000001,Price,Pence per litre,31.13
2014-08,K02000001,Volume,Million litres,1178
2014-08,K02000001,Butterfat,Percentage,3.92
2014-08,K02000001,Protein,Percentage,3.27
2014-09,K02000001,Price,Pence per litre,30.79
2014-09,K02000001,Volume,Million litres,1147
2014-09,K02000001,Butterfat,Percentage,3.97
2014-09,K02000001,Protein,Percentage,3.33
2014-10,K02000001,Price,Pence per litre,29.75
2014-10,K02000001,Volume,Million litres,1157
2014-10,K02000001,Butterfat,Percentage,4.08
2014-10,K02000001,Protein,Percentage,3.34
2014-11,K02000001,Price,Pence per litre,28.83
2014-11,K02000001,Volume,Million litres,1120
2014-11,K02000001,Butterfat,Percentage,4.11
2014-11,K02000001,Protein,Percentage,3.33
2014-12,K02000001,Price,Pence per litre,27.68
2014-12,K02000001,Volume,Million litres,1156
2014-12,K02000001,Butterfat,Percentage,4.1
2014-12,K02000001,Protein,Percentage,3.31
2015-01,K02000001,Price,Pence per litre,26.46
2015-01,K02000001,Volume,Million litres,1194
2015-01,K02000001,Butterfat,Percentage,4.07
2015-01,K02000001,Protein,Percentage,3.28
2015-02,K02000001,Price,Pence per litre,26.06
2015-02,K02000001,Volume,Million litres,1101
2015-02,K02000001,Butterfat,Percentage,4.09
2015-02,K02000001,Protein,Percentage,3.27
2015-03,K02000001,Price,Pence per litre,25.05
2015-03,K02000001,Volume,Million litres,1262
2015-03,K02000001,Butterfat,Percentage,4.1
2015-03,K02000001,Protein,Percentage,3.28
2015-04,K02000001,Price,Pence per litre,24.69
2015-04,K02000001,Volume,Million litres,1293
2015-04,K02000001,Butterfat,Percentage,4.02
2015-04,K02000001,Protein,Percentage,3.29
2015-05,K02000001,Price,Pence per litre,24.14
2015-05,K02000001,Volume,Million litres,1380
2015-05,K02000001,Butterfat,Percentage,3.91
2015-05,K02000001,Protein,Percentage,3.31
2015-06,K02000001,Price,Pence per litre,23.83
2015-06,K02000001,Volume,Million litres,1302
2015-06,K02000001,Butterfat,Percentage,3.9
2015-06,K02000001,Protein,Percentage,3.3
2015-07,K02000001,Price,Pence per litre,23.63
2015-07,K02000001,Volume,Million litres,1267
2015-07,K02000001,Butterfat,Percentage,3.83
2015-07,K02000001,Protein,Percentage,3.31
2015-08,K02000001,Price,Pence per litre,23.43
2015-08,K02000001,Volume,Million litres,1211
2015-08,K02000001,Butterfat,Percentage,3.99
2015-08,K02000001,Protein,Percentage,3.31
2015-09,K02000001,Price,Pence per litre,23.8
2015-09,K02000001,Volume,Million litres,1166
2015-09,K02000001,Butterfat,Percentage,4.03
2015-09,K02000001,Protein,Percentage,3.44
2015-10,K02000001,Price,Pence per litre,24.5
2015-10,K02000001,Volume,Million litres,1204
2015-10,K02000001,Butterfat,Percentage,4.12
2015-10,K02000001,Protein,Percentage,3.41
2015-11,K02000001,Price,Pence per litre,24.24
2015-11,K02000001,Volume,Million litres,1164
2015-11,K02000001,Butterfat,Percentage,4.15
2015-11,K02000001,Protein,Percentage,3.36
2015-12,K02000001,Price,Pence per litre,23.97
2015-12,K02000001,Volume,Million litres,1210
2015-12,K02000001,Butterfat,Percentage,4.13
2015-12,K02000001,Protein,Percentage,3.32
2016-01,K02000001,Price,Pence per litre,23.16
2016-01,K02000001,Volume,Million litres,1225
2016-01,K02000001,Butterfat,Percentage,4.15
2016-01,K02000001,Protein,Percentage,3.28
2016-02,K02000001,Price,Pence per litre,23.01
2016-02,K02000001,Volume,Million litres,1148
2016-02,K02000001,Butterfat,Percentage,4.18
2016-02,K02000001,Protein,Percentage,3.28
2016-03,K02000001,Price,Pence per litre,22.44
2016-03,K02000001,Volume,Million litres,1260
2016-03,K02000001,Butterfat,Percentage,4.2
2016-03,K02000001,Protein,Percentage,3.29
2016-04,K02000001,Price,Pence per litre,21.64
2016-04,K02000001,Volume,Million litres,1251
2016-04,K02000001,Butterfat,Percentage,4.16
2016-04,K02000001,Protein,Percentage,3.27
2016-05,K02000001,Price,Pence per litre,20.44
2016-05,K02000001,Volume,Million litres,1321
2016-05,K02000001,Butterfat,Percentage,3.99
2016-05,K02000001,Protein,Percentage,3.28
2016-06,K02000001,Price,Pence per litre,19.95
2016-06,K02000001,Volume,Million litres,1208
2016-06,K02000001,Butterfat,Percentage,3.94
2016-06,K02000001,Protein,Percentage,3.23
2016-07,K02000001,Price,Pence per litre,20.8
2016-07,K02000001,Volume,Million litres,1165
2016-07,K02000001,Butterfat,Percentage,3.94
2016-07,K02000001,Protein,Percentage,3.22
2016-08,K02000001,Price,Pence per litre,21.47
2016-08,K02000001,Volume,Million litres,1126
2016-08,K02000001,Butterfat,Percentage,3.98
2016-08,K02000001,Protein,Percentage,3.25
2016-09,K02000001,Price,Pence per litre,22.7
2016-09,K02000001,Volume,Million litres,1078
2016-09,K02000001,Butterfat,Percentage,4.09
2016-09,K02000001,Protein,Percentage,3.32
2016-10,K02000001,Price,Pence per litre,24.2
2016-10,K02000001,Volume,Million litres,1109
2016-10,K02000001,Butterfat,Percentage,4.18
2016-10,K02000001,Protein,Percentage,3.38
2016-11,K02000001,Price,Pence per litre,25.54
2016-11,K02000001,Volume,Million litres,1078
2016-11,K02000001,Butterfat,Percentage,4.25
2016-11,K02000001,Protein,Percentage,3.39
2016-12,K02000001,Price,Pence per litre,26.22
2016-12,K02000001,Volume,Million litres,1154
2016-12,K02000001,Butterfat,Percentage,4.19
2016-12,K02000001,Protein,Percentage,3.36
2017-01,K02000001,Price,Pence per litre,26.95
2017-01,K02000001,Volume,Million litres,1216
2017-01,K02000001,Butterfat,Percentage,4.12
2017-01,K02000001,Protein,Percentage,3.28
2017-02,K02000001,Price,Pence per litre,27.47
2017-02,K02000001,Volume,Million litres,1118
2017-02,K02000001,Butterfat,Percentage,4.13
2017-02,K02000001,Protein,Percentage,3.27
2017-03,K02000001,Price,Pence per litre,27.48
2017-03,K02000001,Volume,Million litres,1284
2017-03,K02000001,Butterfat,Percentage,4.12
2017-03,K02000001,Protein,Percentage,3.26
2017-04,K02000001,Price,Pence per litre,26.93
2017-04,K02000001,Volume,Million litres,1297
2017-04,K02000001,Butterfat,Percentage,4.06
2017-04,K02000001,Protein,Percentage,3.29
2017-05,K02000001,Price,Pence per litre,26.77
2017-05,K02000001,Volume,Million litres,1363
2017-05,K02000001,Butterfat,Percentage,3.95
2017-05,K02000001,Protein,Percentage,3.29
2017-06,K02000001,Price,Pence per litre,26.76
2017-06,K02000001,Volume,Million litres,1266
2017-06,K02000001,Butterfat,Percentage,3.93
2017-06,K02000001,Protein,Percentage,3.24
2017-07,K02000001,Price,Pence per litre,27.88
2017-07,K02000001,Volume,Million litres,1222
2017-07,K02000001,Butterfat,Percentage,3.93
2017-07,K02000001,Protein,Percentage,3.24
2017-08,K02000001,Price,Pence per litre,29.07
2017-08,K02000001,Volume,Million litres,1205
2017-08,K02000001,Butterfat,Percentage,4.01
2017-08,K02000001,Protein,Percentage,3.31
2017-09,K02000001,Price,Pence per litre,30.45
2017-09,K02000001,Volume,Million litres,1156
2017-09,K02000001,Butterfat,Percentage,4.13
2017-09,K02000001,Protein,Percentage,3.39
2017-10,K02000001,Price,Pence per litre,31.81
2017-10,K02000001,Volume,Million litres,1191
2017-10,K02000001,Butterfat,Percentage,4.18
2017-10,K02000001,Protein,Percentage,3.38
2017-11,K02000001,Price,Pence per litre,31.95
2017-11,K02000001,Volume,Million litres,1171
2017-11,K02000001,Butterfat,Percentage,4.19
2017-11,K02000001,Protein,Percentage,3.38
2017-12,K02000001,Price,Pence per litre,31.62
2017-12,K02000001,Volume,Million litres,1219
2017-12,K02000001,Butterfat,Percentage,4.2
2017-12,K02000001,Protein,Percentage,3.37
2018-01,K02000001,Price,Pence per litre,30.36
2018-01,K02000001,Volume,Million litres,1234
2018-01,K02000001,Butterfat,Percentage,4.16
2018-01,K02000001,Protein,Percentage,3.32
2018-02,K02000001,Price,Pence per litre,29.41
2018-02,K02000001,Volume,Million litres,1127
2018-02,K02000001,Butterfat,Percentage,4.17
2018-02,K02000001,Protein,Percentage,3.32
2018-03,K02000001,Price,Pence per litre,28.49
2018-03,K02000001,Volume,Million litres,1268
2018-03,K02000001,Butterfat,Percentage,4.21
2018-03,K02000001,Protein,Percentage,3.32
2018-04,K02000001,Price,Pence per litre,27.4
2018-04,K02000001,Volume,Million litres,1285
2018-04,K02000001,Butterfat,Percentage,4.13
2018-04,K02000001,Protein,Percentage,3.27
2018-05,K02000001,Price,Pence per litre,26.79
2018-05,K02000001,Volume,Million litres,1372
2018-05,K02000001,Butterfat,Percentage,3.97
2018-05,K02000001,Protein,Percentage,3.27
2018-06,K02000001,Price,Pence per litre,27.18
2018-06,K02000001,Volume,Million litres,1269
2018-06,K02000001,Butterfat,Percentage,3.9
2018-06,K02000001,Protein,Percentage,3.23
2018-07,K02000001,Price,Pence per litre,28.55
2018-07,K02000001,Volume,Million litres,1230
2018-07,K02000001,Butterfat,Percentage,3.89
2018-07,K02000001,Protein,Percentage,3.21
2018-08,K02000001,Price,Pence per litre,29.67
2018-08,K02000001,Volume,Million litres,1196
2018-08,K02000001,Butterfat,Percentage,3.98
2018-08,K02000001,Protein,Percentage,3.28
2018-09,K02000001,Price,Pence per litre,30.6
2018-09,K02000001,Volume,Million litres,1154
2018-09,K02000001,Butterfat,Percentage,4.09
2018-09,K02000001,Protein,Percentage,3.4
2018-10,K02000001,Price,Pence per litre,31.44
2018-10,K02000001,Volume,Million litres,1200
2018-10,K02000001,Butterfat,Percentage,4.17
2018-10,K02000001,Protein,Percentage,3.44
2018-11,K02000001,Price,Pence per litre,31.6
2018-11,K02000001,Volume,Million litres,1174
2018-11,K02000001,Butterfat,Percentage,4.2
2018-11,K02000001,Protein,Percentage,3.44
2018-12,K02000001,Price,Pence per litre,30.42
2018-12,K02000001,Volume,Million litres,1241
2018-12,K02000001,Butterfat,Percentage,4.15
2018-12,K02000001,Protein,Percentage,3.37
2019-01,K02000001,Price,Pence per litre,29.61
2019-01,K02000001,Volume,Million litres,1266
2019-01,K02000001,Butterfat,Percentage,4.09
2019-01,K02000001,Protein,Percentage,3.33
2019-02,K02000001,Price,Pence per litre,29.35
2019-02,K02000001,Volume,Million litres,1156
2019-02,K02000001,Butterfat,Percentage,4.1
2019-02,K02000001,Protein,Percentage,3.34
2019-03,K02000001,Price,Pence per litre,28.91
2019-03,K02000001,Volume,Million litres,1329
2019-03,K02000001,Butterfat,Percentage,4.12
2019-03,K02000001,Protein,Percentage,3.33
2019-04,K02000001,Price,Pence per litre,28.23
2019-04,K02000001,Volume,Million litres,1339
2019-04,K02000001,Butterfat,Percentage,4.05
2019-04,K02000001,Protein,Percentage,3.36
2019-05,K02000001,Price,Pence per litre,27.84
2019-05,K02000001,Volume,Million litres,1395
2019-05,K02000001,Butterfat,Percentage,3.96
2019-05,K02000001,Protein,Percentage,3.36
2019-06,K02000001,Price,Pence per litre,27.99
2019-06,K02000001,Volume,Million litres,1288
2019-06,K02000001,Butterfat,Percentage,3.98
2019-06,K02000001,Protein,Percentage,3.33
2019-07,K02000001,Price,Pence per litre,28.37
2019-07,K02000001,Volume,Million litres,1266
2019-07,K02000001,Butterfat,Percentage,3.96
2019-07,K02000001,Protein,Percentage,3.3
2019-08,K02000001,Price,Pence per litre,28.62
2019-08,K02000001,Volume,Million litres,1206
2019-08,K02000001,Butterfat,Percentage,4.03
2019-08,K02000001,Protein,Percentage,3.31
2019-09,K02000001,Price,Pence per litre,29.21
2019-09,K02000001,Volume,Million litres,1157
2019-09,K02000001,Butterfat,Percentage,4.14
2019-09,K02000001,Protein,Percentage,3.41
2019-10,K02000001,Price,Pence per litre,29.4
2019-10,K02000001,Volume,Million litres,1192
2019-10,K02000001,Butterfat,Percentage,4.24
2019-10,K02000001,Protein,Percentage,3.44
2019-11,K02000001,Price,Pence per litre,29.87
2019-11,K02000001,Volume,Million litres,1163
2019-11,K02000001,Butterfat,Percentage,4.31
2019-11,K02000001,Protein,Percentage,3.47
2019-12,K02000001,Price,Pence per litre,29.41
2019-12,K02000001,Volume,Million litres,1226
2019-12,K02000001,Butterfat,Percentage,4.26
2019-12,K02000001,Protein,Percentage,3.41
2020-01,K02000001,Price,Pence per litre,28.82
2020-01,K02000001,Volume,Million litres,1246
2020-01,K02000001,Butterfat,Percentage,4.17
2020-01,K02000001,Protein,Percentage,3.36
2020-02,K02000001,Price,Pence per litre,28.71
2020-02,K02000001,Volume,Million litres,1179
2020-02,K02000001,Butterfat,Percentage,4.19
2020-02,K02000001,Protein,Percentage,3.37
2020-03,K02000001,Price,Pence per litre,28.57
2020-03,K02000001,Volume,Million litres,1305
2020-03,K02000001,Butterfat,Percentage,4.22
2020-03,K02000001,Protein,Percentage,3.36
2020-04,K02000001,Price,Pence per litre,27.35
2020-04,K02000001,Volume,Million litres,1326
2020-04,K02000001,Butterfat,Percentage,4.11
2020-04,K02000001,Protein,Percentage,3.32
2020-05,K02000001,Price,Pence per litre,26.68
2020-05,K02000001,Volume,Million litres,1382
2020-05,K02000001,Butterfat,Percentage,3.99
2020-05,K02000001,Protein,Percentage,3.31
2020-06,K02000001,Price,Pence per litre,26.89
2020-06,K02000001,Volume,Million litres,1290
2020-06,K02000001,Butterfat,Percentage,3.99
2020-06,K02000001,Protein,Percentage,3.27