Month,Value,Measure,Units,Geography,Status
Jan-70,4.08,Price,Pence per litre,K02000001,Finalised
Feb-70,4.09,Price,Pence per litre,K02000001,Finalised
Mar-70,4.07,Price,Pence per litre,K02000001,Finalised
Apr-70,3.73,Price,Pence per litre,K02000001,Finalised
May-70,2.90,Price,Pence per litre,K02000001,Finalised
Jun-70,2.86,Price,Pence per litre,K02000001,Finalised
Jul-70,3.31,Price,Pence per litre,K02000001,Finalised
Aug-70,3.71,Price,Pence per litre,K02000001,Finalised
Sep-70,3.92,Price,Pence per litre,K02000001,Finalised
Oct-70,4.24,Price,Pence per litre,K02000001,Finalised
Nov-70,4.23,Price,Pence per litre,K02000001,Finalised
Dec-70,4.38,Price,Pence per litre,K02000001,Finalised
Jan-71,4.35,Price,Pence per litre,K02000001,Finalised
Feb-71,4.39,Price,Pence per litre,K02000001,Finalised
Mar-71,4.43,Price,Pence per litre,K02000001,Finalised
Apr-71,4.10,Price,Pence per litre,K02000001,Finalised
May-71,3.22,Price,Pence per litre,K02000001,Finalised
Jun-71,3.26,Price,Pence per litre,K02000001,Finalised
Jul-71,3.73,Price,Pence per litre,K02000001,Finalised
Aug-71,4.14,Price,Pence per litre,K02000001,Finalised
Sep-71,4.50,Price,Pence per litre,K02000001,Finalised
Oct-71,4.56,Price,Pence per litre,K02000001,Finalised
Nov-71,4.74,Price,Pence per litre,K02000001,Finalised
Dec-71,4.74,Price,Pence per litre,K02000001,Finalised
Jan-72,4.74,Price,Pence per litre,K02000001,Finalised
Feb-72,4.82,Price,Pence per litre,K02000001,Finalised
Mar-72,4.72,Price,Pence per litre,K02000001,Finalised
Apr-72,4.46,Price,Pence per litre,K02000001,Finalised
May-72,3.59,Price,Pence per litre,K02000001,Finalised
Jun-72,3.57,Price,Pence per litre,K02000001,Finalised
Jul-72,3.91,Price,Pence per litre,K02000001,Finalised
Aug-72,4.30,Price,Pence per litre,K02000001,Finalised
Sep-72,4.65,Price,Pence per litre,K02000001,Finalised
Oct-72,4.67,Price,Pence per litre,K02000001,Finalised
Nov-72,4.74,Price,Pence per litre,K02000001,Finalised
Dec-72,4.76,Price,Pence per litre,K02000001,Finalised
Jan-73,4.78,Price,Pence per litre,K02000001,Finalised
Feb-73,4.81,Price,Pence per litre,K02000001,Finalised
Mar-73,4.75,Price,Pence per litre,K02000001,Finalised
Apr-73,4.66,Price,Pence per litre,K02000001,Finalised
May-73,3.80,Price,Pence per litre,K02000001,Finalised
Jun-73,3.81,Price,Pence per litre,K02000001,Finalised
Jul-73,4.21,Price,Pence per litre,K02000001,Finalised
Aug-73,4.66,Price,Pence per litre,K02000001,Finalised
Sep-73,5.08,Price,Pence per litre,K02000001,Finalised
Oct-73,5.15,Price,Pence per litre,K02000001,Finalised
Nov-73,6.46,Price,Pence per litre,K02000001,Finalised
Dec-73,6.46,Price,Pence per litre,K02000001,Finalised
Jan-74,6.53,Price,Pence per litre,K02000001,Finalised
Feb-74,6.46,Price,Pence per litre,K02000001,Finalised
Mar-74,5.62,Price,Pence per litre,K02000001,Finalised
Apr-74,5.50,Price,Pence per litre,K02000001,Finalised
May-74,4.65,Price,Pence per litre,K02000001,Finalised
Jun-74,4.67,Price,Pence per litre,K02000001,Finalised
Jul-74,5.05,Price,Pence per litre,K02000001,Finalised
Aug-74,5.40,Price,Pence per litre,K02000001,Finalised
Sep-74,5.82,Price,Pence per litre,K02000001,Finalised
Oct-74,7.61,Price,Pence per litre,K02000001,Finalised
Nov-74,7.69,Price,Pence per litre,K02000001,Finalised
Dec-74,7.69,Price,Pence per litre,K02000001,Finalised
Jan-75,7.79,Price,Pence per litre,K02000001,Finalised
Feb-75,7.76,Price,Pence per litre,K02000001,Finalised
Mar-75,7.62,Price,Pence per litre,K02000001,Finalised
Apr-75,7.35,Price,Pence per litre,K02000001,Finalised
May-75,6.47,Price,Pence per litre,K02000001,Finalised
Jun-75,6.47,Price,Pence per litre,K02000001,Finalised
Jul-75,6.84,Price,Pence per litre,K02000001,Finalised
Aug-75,7.27,Price,Pence per litre,K02000001,Finalised
Sep-75,8.85,Price,Pence per litre,K02000001,Finalised
Oct-75,8.61,Price,Pence per litre,K02000001,Finalised
Nov-75,8.69,Price,Pence per litre,K02000001,Finalised
Dec-75,8.74,Price,Pence per litre,K02000001,Finalised
Jan-76,8.80,Price,Pence per litre,K02000001,Finalised
Feb-76,8.76,Price,Pence per litre,K02000001,Finalised
Mar-76,8.63,Price,Pence per litre,K02000001,Finalised
Apr-76,9.06,Price,Pence per litre,K02000001,Finalised
May-76,8.19,Price,Pence per litre,K02000001,Finalised
Jun-76,8.16,Price,Pence per litre,K02000001,Finalised
Jul-76,8.59,Price,Pence per litre,K02000001,Finalised
Aug-76,9.05,Price,Pence per litre,K02000001,Finalised
Sep-76,9.82,Price,Pence per litre,K02000001,Finalised
Oct-76,9.90,Price,Pence per litre,K02000001,Finalised
Nov-76,9.98,Price,Pence per litre,K02000001,Finalised
Dec-76,10.03,Price,Pence per litre,K02000001,Finalised
Jan-77,10.15,Price,Pence per litre,K02000001,Finalised
Feb-77,10.10,Price,Pence per litre,K02000001,Finalised
Mar-77,10.05,Price,Pence per litre,K02000001,Finalised
Apr-77,9.80,Price,Pence per litre,K02000001,Finalised
May-77,8.97,Price,Pence per litre,K02000001,Finalised
Jun-77,8.97,Price,Pence per litre,K02000001,Finalised
Jul-77,9.35,Price,Pence per litre,K02000001,Finalised
Aug-77,9.78,Price,Pence per litre,K02000001,Finalised
Sep-77,10.13,Price,Pence per litre,K02000001,Finalised
Oct-77,10.70,Price,Pence per litre,K02000001,Finalised
Nov-77,10.78,Price,Pence per litre,K02000001,Finalised
Dec-77,10.45,Price,Pence per litre,K02000001,Finalised
Jan-78,10.43,Price,Pence per litre,K02000001,Finalised
Feb-78,10.25,Price,Pence per litre,K02000001,Finalised
Mar-78,10.12,Price,Pence per litre,K02000001,Finalised
Apr-78,10.15,Price,Pence per litre,K02000001,Finalised
May-78,9.44,Price,Pence per litre,K02000001,Finalised
Jun-78,9.45,Price,Pence per litre,K02000001,Finalised
Jul-78,9.79,Price,Pence per litre,K02000001,Finalised
Aug-78,10.22,Price,Pence per litre,K02000001,Finalised
Sep-78,10.59,Price,Pence per litre,K02000001,Finalised
Oct-78,11.16,Price,Pence per litre,K02000001,Finalised
Nov-78,11.26,Price,Pence per litre,K02000001,Finalised
Dec-78,11.24,Price,Pence per litre,K02000001,Finalised
Jan-79,11.29,Price,Pence per litre,K02000001,Finalised
Feb-79,11.25,Price,Pence per litre,K02000001,Finalised
Mar-79,11.12,Price,Pence per litre,K02000001,Finalised
Apr-79,11.05,Price,Pence per litre,K02000001,Finalised
May-79,10.19,Price,Pence per litre,K02000001,Finalised
Jun-79,10.17,Price,Pence per litre,K02000001,Finalised
Jul-79,10.55,Price,Pence per litre,K02000001,Finalised
Aug-79,11.00,Price,Pence per litre,K02000001,Finalised
Sep-79,11.35,Price,Pence per litre,K02000001,Finalised
Oct-79,11.91,Price,Pence per litre,K02000001,Finalised
Nov-79,12.23,Price,Pence per litre,K02000001,Finalised
Dec-79,12.26,Price,Pence per litre,K02000001,Finalised
Jan-80,12.41,Price,Pence per litre,K02000001,Finalised
Feb-80,12.92,Price,Pence per litre,K02000001,Finalised
Mar-80,12.80,Price,Pence per litre,K02000001,Finalised
Apr-80,12.47,Price,Pence per litre,K02000001,Finalised
May-80,11.56,Price,Pence per litre,K02000001,Finalised
Jun-80,11.55,Price,Pence per litre,K02000001,Finalised
Jul-80,11.93,Price,Pence per litre,K02000001,Finalised
Aug-80,12.37,Price,Pence per litre,K02000001,Finalised
Sep-80,12.72,Price,Pence per litre,K02000001,Finalised
Oct-80,13.29,Price,Pence per litre,K02000001,Finalised
Nov-80,13.40,Price,Pence per litre,K02000001,Finalised
Dec-80,13.44,Price,Pence per litre,K02000001,Finalised
Jan-81,13.45,Price,Pence per litre,K02000001,Finalised
Feb-81,13.41,Price,Pence per litre,K02000001,Finalised
Mar-81,13.28,Price,Pence per litre,K02000001,Finalised
Apr-81,13.43,Price,Pence per litre,K02000001,Finalised
May-81,12.60,Price,Pence per litre,K02000001,Finalised
Jun-81,12.59,Price,Pence per litre,K02000001,Finalised
Jul-81,12.97,Price,Pence per litre,K02000001,Finalised
Aug-81,13.40,Price,Pence per litre,K02000001,Finalised
Sep-81,13.75,Price,Pence per litre,K02000001,Finalised
Oct-81,14.32,Price,Pence per litre,K02000001,Finalised
Nov-81,14.42,Price,Pence per litre,K02000001,Finalised
Dec-81,14.46,Price,Pence per litre,K02000001,Finalised
Jan-82,14.48,Price,Pence per litre,K02000001,Finalised
Feb-82,14.43,Price,Pence per litre,K02000001,Finalised
Mar-82,14.30,Price,Pence per litre,K02000001,Finalised
Apr-82,14.41,Price,Pence per litre,K02000001,Finalised
May-82,13.76,Price,Pence per litre,K02000001,Finalised
Jun-82,13.58,Price,Pence per litre,K02000001,Finalised
Jul-82,13.96,Price,Pence per litre,K02000001,Finalised
Aug-82,14.38,Price,Pence per litre,K02000001,Finalised
Sep-82,14.73,Price,Pence per litre,K02000001,Finalised
Oct-82,15.44,Price,Pence per litre,K02000001,Finalised
Nov-82,15.50,Price,Pence per litre,K02000001,Finalised
Dec-82,15.54,Price,Pence per litre,K02000001,Finalised
Jan-83,15.52,Price,Pence per litre,K02000001,Finalised
Feb-83,15.56,Price,Pence per litre,K02000001,Finalised
Mar-83,15.38,Price,Pence per litre,K02000001,Finalised
Apr-83,14.28,Price,Pence per litre,K02000001,Finalised
May-83,13.45,Price,Pence per litre,K02000001,Finalised
Jun-83,13.45,Price,Pence per litre,K02000001,Finalised
Jul-83,13.74,Price,Pence per litre,K02000001,Finalised
Aug-83,14.17,Price,Pence per litre,K02000001,Finalised
Sep-83,14.62,Price,Pence per litre,K02000001,Finalised
Oct-83,15.27,Price,Pence per litre,K02000001,Finalised
Nov-83,15.41,Price,Pence per litre,K02000001,Finalised
Dec-83,15.45,Price,Pence per litre,K02000001,Finalised
Jan-84,15.48,Price,Pence per litre,K02000001,Finalised
Feb-84,15.50,Price,Pence per litre,K02000001,Finalised
Mar-84,15.31,Price,Pence per litre,K02000001,Finalised
Apr-84,13.80,Price,Pence per litre,K02000001,Finalised
May-84,12.17,Price,Pence per litre,K02000001,Finalised
Jun-84,12.33,Price,Pence per litre,K02000001,Finalised
Jul-84,14.27,Price,Pence per litre,K02000001,Finalised
Aug-84,15.41,Price,Pence per litre,K02000001,Finalised
Sep-84,15.94,Price,Pence per litre,K02000001,Finalised
Oct-84,15.80,Price,Pence per litre,K02000001,Finalised
Nov-84,15.48,Price,Pence per litre,K02000001,Finalised
Dec-84,15.32,Price,Pence per litre,K02000001,Finalised
Jan-85,15.36,Price,Pence per litre,K02000001,Finalised
Feb-85,15.36,Price,Pence per litre,K02000001,Finalised
Mar-85,14.98,Price,Pence per litre,K02000001,Finalised
Apr-85,14.28,Price,Pence per litre,K02000001,Finalised
May-85,12.71,Price,Pence per litre,K02000001,Finalised
Jun-85,12.87,Price,Pence per litre,K02000001,Finalised
Jul-85,14.89,Price,Pence per litre,K02000001,Finalised
Aug-85,15.22,Price,Pence per litre,K02000001,Finalised
Sep-85,16.46,Price,Pence per litre,K02000001,Finalised
Oct-85,16.23,Price,Pence per litre,K02000001,Finalised
Nov-85,16.19,Price,Pence per litre,K02000001,Finalised
Dec-85,15.76,Price,Pence per litre,K02000001,Finalised
Jan-86,15.73,Price,Pence per litre,K02000001,Finalised
Feb-86,15.47,Price,Pence per litre,K02000001,Finalised
Mar-86,15.04,Price,Pence per litre,K02000001,Finalised
Apr-86,14.88,Price,Pence per litre,K02000001,Finalised
May-86,13.28,Price,Pence per litre,K02000001,Finalised
Jun-86,13.42,Price,Pence per litre,K02000001,Finalised
Jul-86,15.53,Price,Pence per litre,K02000001,Finalised
Aug-86,16.84,Price,Pence per litre,K02000001,Finalised
Sep-86,17.21,Price,Pence per litre,K02000001,Finalised
Oct-86,16.97,Price,Pence per litre,K02000001,Finalised
Nov-86,16.78,Price,Pence per litre,K02000001,Finalised
Dec-86,16.48,Price,Pence per litre,K02000001,Finalised
Jan-87,16.45,Price,Pence per litre,K02000001,Finalised
Feb-87,16.33,Price,Pence per litre,K02000001,Finalised
Mar-87,16.05,Price,Pence per litre,K02000001,Finalised
Apr-87,15.35,Price,Pence per litre,K02000001,Finalised
May-87,13.89,Price,Pence per litre,K02000001,Finalised
Jun-87,14.13,Price,Pence per litre,K02000001,Finalised
Jul-87,16.22,Price,Pence per litre,K02000001,Finalised
Aug-87,17.33,Price,Pence per litre,K02000001,Finalised
Sep-87,17.74,Price,Pence per litre,K02000001,Finalised
Oct-87,17.45,Price,Pence per litre,K02000001,Finalised
Nov-87,17.06,Price,Pence per litre,K02000001,Finalised
Dec-87,16.97,Price,Pence per litre,K02000001,Finalised
Jan-88,16.75,Price,Pence per litre,K02000001,Finalised
Feb-88,16.72,Price,Pence per litre,K02000001,Finalised
Mar-88,16.52,Price,Pence per litre,K02000001,Finalised
Apr-88,16.68,Price,Pence per litre,K02000001,Finalised
May-88,15.05,Price,Pence per litre,K02000001,Finalised
Jun-88,15.60,Price,Pence per litre,K02000001,Finalised
Jul-88,18.16,Price,Pence per litre,K02000001,Finalised
Aug-88,19.45,Price,Pence per litre,K02000001,Finalised
Sep-88,19.28,Price,Pence per litre,K02000001,Finalised
Oct-88,18.53,Price,Pence per litre,K02000001,Finalised
Nov-88,18.31,Price,Pence per litre,K02000001,Finalised
Dec-88,17.81,Price,Pence per litre,K02000001,Finalised
Jan-89,17.58,Price,Pence per litre,K02000001,Finalised
Feb-89,17.61,Price,Pence per litre,K02000001,Finalised
Mar-89,17.71,Price,Pence per litre,K02000001,Finalised
Apr-89,16.44,Price,Pence per litre,K02000001,Finalised
May-89,14.91,Price,Pence per litre,K02000001,Finalised
Jun-89,15.65,Price,Pence per litre,K02000001,Finalised
Jul-89,20.74,Price,Pence per litre,K02000001,Finalised
Aug-89,22.16,Price,Pence per litre,K02000001,Finalised
Sep-89,21.89,Price,Pence per litre,K02000001,Finalised
Oct-89,21.44,Price,Pence per litre,K02000001,Finalised
Nov-89,18.17,Price,Pence per litre,K02000001,Finalised
Dec-89,18.24,Price,Pence per litre,K02000001,Finalised
Jan-90,18.30,Price,Pence per litre,K02000001,Finalised
Feb-90,18.12,Price,Pence per litre,K02000001,Finalised
Mar-90,17.91,Price,Pence per litre,K02000001,Finalised
Apr-90,16.68,Price,Pence per litre,K02000001,Finalised
May-90,14.89,Price,Pence per litre,K02000001,Finalised
Jun-90,15.57,Price,Pence per litre,K02000001,Finalised
Jul-90,20.83,Price,Pence per litre,K02000001,Finalised
Aug-90,21.98,Price,Pence per litre,K02000001,Finalised
Sep-90,21.76,Price,Pence per litre,K02000001,Finalised
Oct-90,21.20,Price,Pence per litre,K02000001,Finalised
Nov-90,18.18,Price,Pence per litre,K02000001,Finalised
Dec-90,18.13,Price,Pence per litre,K02000001,Finalised
Jan-91,18.98,Price,Pence per litre,K02000001,Finalised
Feb-91,18.95,Price,Pence per litre,K02000001,Finalised
Mar-91,18.43,Price,Pence per litre,K02000001,Finalised
Apr-91,18.04,Price,Pence per litre,K02000001,Finalised
May-91,16.22,Price,Pence per litre,K02000001,Finalised
Jun-91,16.89,Price,Pence per litre,K02000001,Finalised
Jul-91,22.45,Price,Pence per litre,K02000001,Finalised
Aug-91,23.99,Price,Pence per litre,K02000001,Finalised
Sep-91,23.59,Price,Pence per litre,K02000001,Finalised
Oct-91,23.45,Price,Pence per litre,K02000001,Finalised
Nov-91,19.98,Price,Pence per litre,K02000001,Finalised
Dec-91,19.77,Price,Pence per litre,K02000001,Finalised
Jan-92,19.54,Price,Pence per litre,K02000001,Finalised
Feb-92,19.52,Price,Pence per litre,K02000001,Finalised
Mar-92,19.30,Price,Pence per litre,K02000001,Finalised
Apr-92,18.98,Price,Pence per litre,K02000001,Finalised
May-92,17.08,Price,Pence per litre,K02000001,Finalised
Jun-92,17.54,Price,Pence per litre,K02000001,Finalised
Jul-92,23.49,Price,Pence per litre,K02000001,Finalised
Aug-92,25.15,Price,Pence per litre,K02000001,Finalised
Sep-92,25.04,Price,Pence per litre,K02000001,Finalised
Oct-92,24.61,Price,Pence per litre,K02000001,Finalised
Nov-92,21.12,Price,Pence per litre,K02000001,Finalised
Dec-92,20.99,Price,Pence per litre,K02000001,Finalised
Jan-93,20.69,Price,Pence per litre,K02000001,Finalised
Feb-93,20.40,Price,Pence per litre,K02000001,Finalised
Mar-93,20.21,Price,Pence per litre,K02000001,Finalised
Apr-93,20.00,Price,Pence per litre,K02000001,Finalised
May-93,18.10,Price,Pence per litre,K02000001,Finalised
Jun-93,18.54,Price,Pence per litre,K02000001,Finalised
Jul-93,24.54,Price,Pence per litre,K02000001,Finalised
Aug-93,26.21,Price,Pence per litre,K02000001,Finalised
Sep-93,26.05,Price,Pence per litre,K02000001,Finalised
Oct-93,25.60,Price,Pence per litre,K02000001,Finalised
Nov-93,21.92,Price,Pence per litre,K02000001,Finalised
Dec-93,21.53,Price,Pence per litre,K02000001,Finalised
Jan-94,21.04,Price,Pence per litre,K02000001,Finalised
Feb-94,20.79,Price,Pence per litre,K02000001,Finalised
Mar-94,20.61,Price,Pence per litre,K02000001,Finalised
Apr-94,19.31,Price,Pence per litre,K02000001,Finalised
May-94,18.92,Price,Pence per litre,K02000001,Finalised
Jun-94,20.17,Price,Pence per litre,K02000001,Finalised
Jul-94,24.06,Price,Pence per litre,K02000001,Finalised
Aug-94,24.27,Price,Pence per litre,K02000001,Finalised
Sep-94,24.22,Price,Pence per litre,K02000001,Finalised
Oct-94,23.39,Price,Pence per litre,K02000001,Finalised
Nov-94,24.34,Price,Pence per litre,K03000001,Finalised
Dec-94,24.09,Price,Pence per litre,K03000001,Finalised
Jan-95,23.81,Price,Pence per litre,K02000001,Finalised
Feb-95,23.59,Price,Pence per litre,K02000001,Finalised
Mar-95,23.73,Price,Pence per litre,K02000001,Finalised
Apr-95,22.46,Price,Pence per litre,K02000001,Finalised
May-95,22.08,Price,Pence per litre,K02000001,Finalised
Jun-95,23.60,Price,Pence per litre,K02000001,Finalised
Jul-95,26.03,Price,Pence per litre,K02000001,Finalised
Aug-95,26.06,Price,Pence per litre,K02000001,Finalised
Sep-95,26.10,Price,Pence per litre,K02000001,Finalised
Oct-95,26.30,Price,Pence per litre,K02000001,Finalised
Nov-95,25.13,Price,Pence per litre,K02000001,Finalised
Dec-95,25.06,Price,Pence per litre,K02000001,Finalised
Jan-96,24.59,Price,Pence per litre,K02000001,Finalised
Feb-96,24.62,Price,Pence per litre,K02000001,Finalised
Mar-96,24.93,Price,Pence per litre,K02000001,Finalised
Apr-96,23.56,Price,Pence per litre,K02000001,Finalised
May-96,22.66,Price,Pence per litre,K02000001,Finalised
Jun-96,23.83,Price,Pence per litre,K02000001,Finalised
Jul-96,26.69,Price,Pence per litre,K02000001,Finalised
Aug-96,26.87,Price,Pence per litre,K02000001,Finalised
Sep-96,26.60,Price,Pence per litre,K02000001,Finalised
Oct-96,25.62,Price,Pence per litre,K02000001,Finalised
Nov-96,24.64,Price,Pence per litre,K02000001,Finalised
Dec-96,24.43,Price,Pence per litre,K02000001,Finalised
Jan-97,24.10,Price,Pence per litre,K02000001,Finalised
Feb-97,23.73,Price,Pence per litre,K02000001,Finalised
Mar-97,23.68,Price,Pence per litre,K02000001,Finalised
Apr-97,20.50,Price,Pence per litre,K02000001,Finalised
May-97,19.56,Price,Pence per litre,K02000001,Finalised
Jun-97,20.71,Price,Pence per litre,K02000001,Finalised
Jul-97,23.88,Price,Pence per litre,K02000001,Finalised
Aug-97,23.69,Price,Pence per litre,K02000001,Finalised
Sep-97,22.79,Price,Pence per litre,K02000001,Finalised
Oct-97,20.82,Price,Pence per litre,K02000001,Finalised
Nov-97,20.39,Price,Pence per litre,K02000001,Finalised
Dec-97,20.09,Price,Pence per litre,K02000001,Finalised
Jan-98,19.96,Price,Pence per litre,K02000001,Finalised
Feb-98,19.77,Price,Pence per litre,K02000001,Finalised
Mar-98,19.70,Price,Pence per litre,K02000001,Finalised
Apr-98,17.57,Price,Pence per litre,K02000001,Finalised
May-98,16.60,Price,Pence per litre,K02000001,Finalised
Jun-98,17.66,Price,Pence per litre,K02000001,Finalised
Jul-98,20.66,Price,Pence per litre,K02000001,Finalised
Aug-98,20.80,Price,Pence per litre,K02000001,Finalised
Sep-98,19.98,Price,Pence per litre,K02000001,Finalised
Oct-98,20.15,Price,Pence per litre,K02000001,Finalised
Nov-98,19.60,Price,Pence per litre,K02000001,Finalised
Dec-98,19.23,Price,Pence per litre,K02000001,Finalised
Jan-99,19.23,Price,Pence per litre,K02000001,Finalised
Feb-99,18.95,Price,Pence per litre,K02000001,Finalised
Mar-99,18.90,Price,Pence per litre,K02000001,Finalised
Apr-99,17.53,Price,Pence per litre,K02000001,Finalised
May-99,16.38,Price,Pence per litre,K02000001,Finalised
Jun-99,17.20,Price,Pence per litre,K02000001,Finalised
Jul-99,19.76,Price,Pence per litre,K02000001,Finalised
Aug-99,19.80,Price,Pence per litre,K02000001,Finalised
Sep-99,19.14,Price,Pence per litre,K02000001,Finalised
Oct-99,18.09,Price,Pence per litre,K02000001,Finalised
Nov-99,17.66,Price,Pence per litre,K02000001,Finalised
Dec-99,17.33,Price,Pence per litre,K02000001,Finalised
Jan-00,16.77,Price,Pence per litre,K02000001,Finalised
Feb-00,16.59,Price,Pence per litre,K02000001,Finalised
Mar-00,16.61,Price,Pence per litre,K02000001,Finalised
Apr-00,15.26,Price,Pence per litre,K02000001,Finalised
May-00,14.62,Price,Pence per litre,K02000001,Finalised
Jun-00,15.34,Price,Pence per litre,K02000001,Finalised
Jul-00,17.62,Price,Pence per litre,K02000001,Finalised
Aug-00,17.92,Price,Pence per litre,K02000001,Finalised
Sep-00,17.51,Price,Pence per litre,K02000001,Finalised
Oct-00,18.80,Price,Pence per litre,K02000001,Finalised
Nov-00,18.59,Price,Pence per litre,K02000001,Finalised
Dec-00,18.24,Price,Pence per litre,K02000001,Finalised
Jan-01,18.32,Price,Pence per litre,K02000001,Finalised
Feb-01,18.18,Price,Pence per litre,K02000001,Finalised
Mar-01,17.88,Price,Pence per litre,K02000001,Finalised
Apr-01,18.44,Price,Pence per litre,K02000001,Finalised
May-01,17.89,Price,Pence per litre,K02000001,Finalised
